timestamp,equity
1766935260000,10000.00
1766935440000,10000.00
1766935620000,10000.00
1766935800000,10000.00
1766935980000,10000.00
1766936160000,10000.00
1766936340000,10000.00
1766936520000,10000.00
1766936700000,10000.00
1766936880000,10000.00
1766937060000,10000.00
1766937240000,10000.00
1766937420000,10000.00
1766937600000,10000.00
1766937780000,10000.00
1766937960000,10000.00
1766938140000,10000.00
1766938320000,10000.00
1766938500000,10000.00
1766938680000,10000.00
1766938860000,10000.00
1766939040000,10000.00
1766939220000,9991.38
1766939400000,9994.07
1766939580000,9993.76
1766939760000,9994.55
1766939940000,9995.73
1766940120000,9995.59
1766940300000,9996.27
1766940480000,9996.35
1766940660000,9997.05
1766940840000,9995.43
1766941020000,9994.73
1766941200000,9996.36
1766941380000,9996.46
1766941560000,9996.49
1766941740000,9996.88
1766941920000,9990.23
1766942100000,9990.23
1766942280000,9990.23
1766942460000,9990.23
1766942640000,9990.23
1766942820000,9990.23
1766943000000,9990.23
1766943180000,9990.23
1766943360000,9990.23
1766943540000,9990.23
1766943720000,9990.23
1766943900000,9990.23
1766944080000,9990.23
1766944260000,9990.23
1766944440000,9990.23
1766944620000,9990.23
1766944800000,9990.23
1766944980000,9990.23
1766945160000,9982.36
1766945340000,9984.40
1766945520000,9983.40
1766945700000,9975.03
1766945880000,9978.31
1766946060000,9984.11
1766946240000,9985.24
1766946420000,9987.94
1766946600000,9987.94
1766946780000,9989.96
1766946960000,9983.32
1766947140000,9983.32
1766947320000,9983.32
1766947500000,9983.32
1766947680000,9983.32
1766947860000,9983.32
1766948040000,9983.32
1766948220000,9983.32
1766948400000,9983.32
1766948580000,9983.32
1766948760000,9983.97
1766948940000,9992.39
1766949120000,9985.74
1766949300000,9985.74
1766949480000,9985.74
1766949660000,9985.74
1766949840000,9985.74
1766950020000,9985.74
1766950200000,9985.74
1766950380000,9985.74
1766950560000,9985.74
1766950740000,9985.74
1766950920000,9985.74
1766951100000,9985.74
1766951280000,9985.74
1766951460000,9985.74
1766951640000,9985.74
1766951820000,9985.74
1766952000000,9985.74
1766952180000,9985.74
1766952360000,9988.24
1766952540000,9979.58
1766952720000,9981.25
1766952900000,9986.71
1766953080000,9987.24
1766953260000,9988.39
1766953440000,9981.74
1766953620000,9981.74
1766953800000,9981.74
1766953980000,9981.74
1766954160000,9981.74
1766954340000,9981.74
1766954520000,9981.74
1766954700000,9981.74
1766954880000,9981.74
1766955060000,9981.74
1766955240000,9981.74
1766955420000,9981.74
1766955600000,9981.74
1766955780000,9981.74
1766955960000,9981.74
1766956140000,9981.74
1766956320000,9981.74
1766956500000,9981.74
1766956680000,9981.74
1766956860000,9981.74
1766957040000,9981.74
1766957220000,9981.74
1766957400000,9981.74
1766957580000,9981.74
1766957760000,9981.74
1766957940000,9981.74
1766958120000,9981.74
1766958300000,9981.74
1766958480000,9981.74
1766958660000,9981.74
1766958840000,9981.74
1766959020000,9981.74
1766959200000,9981.74
1766959380000,9981.74
1766959560000,9981.74
1766959740000,9981.74
1766959920000,9981.74
1766960100000,9981.74
1766960280000,9981.74
1766960460000,9981.74
1766960640000,9981.74
1766960820000,9981.74
1766961000000,9981.74
1766961180000,9981.74
1766961360000,9981.74
1766961540000,9981.74
1766961720000,9981.74
1766961900000,9981.74
1766962080000,9981.74
1766962260000,9981.74
1766962440000,9981.74
1766962620000,9981.74
1766962800000,9981.74
1766962980000,9981.74
1766963160000,9981.74
1766963340000,9981.74
1766963520000,9981.74
1766963700000,9981.74
1766963880000,9981.74
1766964060000,9981.74
1766964240000,9981.74
1766964420000,9981.74
1766964600000,9981.74
1766964780000,9981.74
1766964960000,9981.74
1766965140000,9981.74
1766965320000,9981.74
1766965500000,9981.74
1766965680000,9981.74
1766965860000,9981.74
1766966040000,9981.74
1766966220000,9981.74
1766966400000,9981.74
1766966580000,9981.74
1766966760000,9981.74
1766966940000,9981.74
1766967120000,9981.74
1766967300000,9981.74
1766967480000,9981.74
1766967660000,9981.74
1766967840000,9981.74
1766968020000,9981.74
1766968200000,9981.74
1766968380000,9981.74
1766968560000,9981.74
1766968740000,9981.74
1766968920000,9981.74
1766969100000,9981.74
1766969280000,9981.74
1766969460000,9981.74
1766969640000,9981.74
1766969820000,9981.74
1766970000000,9981.74
1766970180000,9981.74
1766970360000,9981.74
1766970540000,9981.74
1766970720000,9981.74
1766970900000,9981.74
1766971080000,9981.74
1766971260000,9981.74
1766971440000,9981.74
1766971620000,9981.74
1766971800000,9981.74
1766971980000,9981.74
1766972160000,9981.74
1766972340000,9981.74
1766972520000,9981.74
1766972700000,9981.74
1766972880000,9981.74
1766973060000,9981.74
